round,player1,player2,answer1,answer2,points1,points2,total1,total2
8,act_gpt35,act_gpt35,J,J,8,8,61,61
9,act_gpt35,act_gpt35,J,J,8,8,69,69
10,act_gpt35,act_gpt35,J,J,8,8,77,77
1,act_gpt35,act_gpt3,J,J,8,8,8,8
2,act_gpt35,act_gpt3,F,J,10,0,18,8
3,act_gpt35,act_gpt3,F,J,10,0,28,8
4,act_gpt35,act_gpt3,F,J,10,0,38,8
5,act_gpt35,act_gpt3,F,J,10,0,48,8
6,act_gpt35,act_gpt3,F,J,10,0,58,8
7,act_gpt35,act_gpt3,F,J,10,0,68,8
8,act_gpt35,act_gpt3,F,J,10,0,78,8
9,act_gpt35,act_gpt3,F,J,10,0,88,8
10,act_gpt35,act_gpt3,F,J,10,0,98,8
1,act_gpt35,act_j,J,J,8,8,8,8
2,act_gpt35,act_j,F,J,10,0,18,8
3,act_gpt35,act_j,F,J,10,0,28,8
4,act_gpt35,act_j,F,J,10,0,38,8
5,act_gpt35,act_j,F,J,10,0,48,8
6,act_gpt35,act_j,F,J,10,0,58,8
7,act_gpt35,act_j,F,J,10,0,68,8
8,act_gpt35,act_j,F,J,10,0,78,8
9,act_gpt35,act_j,F,J,10,0,88,8
10,act_gpt35,act_j,F,J,10,0,98,8
1,act_gpt35,act_f,J,F,0,10,0,10
2,act_gpt35,act_f,F,F,5,5,5,15
3,act_gpt35,act_f,J,F,0,10,5,25
4,act_gpt35,act_f,J,F,0,10,5,35
5,act_gpt35,act_f,J,F,0,10,5,45
6,act_gpt35,act_f,F,F,5,5,10,50
7,act_gpt35,act_f,J,F,0,10,10,60
8,act_gpt35,act_f,F,F,5,5,15,65
9,act_gpt35,act_f,J,F,0,10,15,75
10,act_gpt35,act_f,F,F,5,5,20,80
1,act_gpt35,act_defect_once,J,F,0,10,0,10
2,act_gpt35,act_defect_once,F,J,10,0,10,10
3,act_gpt35,act_defect_once,J,J,8,8,18,18
4,act_gpt35,act_defect_once,J,J,8,8,26,26
5,act_gpt35,act_defect_once,J,J,8,8,34,34
6,act_gpt35,act_defect_once,J,J,8,8,42,42
7,act_gpt35,act_defect_once,J,J,8,8,50,50
8,act_gpt35,act_defect_once,J,J,8,8,58,58
9,act_gpt35,act_defect_once,J,J,8,8,66,66
10,act_gpt35,act_defect_once,J,J,8,8,74,74
1,act_gpt3,act_gpt4,J,J,8,8,8,8
2,act_gpt3,act_gpt4,J,J,8,8,16,16
3,act_gpt3,act_gpt4,J,J,8,8,24,24
4,act_gpt3,act_gpt4,J,J,8,8,32,32
5,act_gpt3,act_gpt4,J,J,8,8,40,40
6,act_gpt3,act_gpt4,J,J,8,8,48,48
7,act_gpt3,act_gpt4,J,J,8,8,56,56
8,act_gpt3,act_gpt4,J,J,8,8,64,64
9,act_gpt3,act_gpt4,J,J,8,8,72,72
10,act_gpt3,act_gpt4,J,J,8,8,80,80
1,act_gpt3,act_gpt35,J,J,8,8,8,8
2,act_gpt3,act_gpt35,J,F,0,10,8,18
3,act_gpt3,act_gpt35,J,F,0,10,8,28
4,act_gpt3,act_gpt35,J,F,0,10,8,38
5,act_gpt3,act_gpt35,J,F,0,10,8,48
6,act_gpt3,act_gpt35,J,F,0,10,8,58
7,act_gpt3,act_gpt35,J,F,0,10,8,68
8,act_gpt3,act_gpt35,J,F,0,10,8,78
9,act_gpt3,act_gpt35,J,F,0,10,8,88
10,act_gpt3,act_gpt35,J,F,0,10,8,98
1,act_gpt3,act_gpt3,J,J,8,8,8,8
2,act_gpt3,act_gpt3,J,J,8,8,16,16
3,act_gpt3,act_gpt3,J,J,8,8,24,24
4,act_gpt3,act_gpt3,J,J,8,8,32,32
5,act_gpt3,act_gpt3,J,J,8,8,40,40
6,act_gpt3,act_gpt3,J,J,8,8,48,48
7,act_gpt3,act_gpt3,J,J,8,8,56,56
8,act_gpt3,act_gpt3,J,J,8,8,64,64
9,act_gpt3,act_gpt3,J,J,8,8,72,72
10,act_gpt3,act_gpt3,J,J,8,8,80,80
1,act_gpt3,act_j,J,J,8,8,8,8
2,act_gpt3,act_j,J,J,8,8,16,16
3,act_gpt3,act_j,J,J,8,8,24,24
4,act_gpt3,act_j,J,J,8,8,32,32
5,act_gpt3,act_j,J,J,8,8,40,40
6,act_gpt3,act_j,J,J,8,8,48,48
7,act_gpt3,act_j,J,J,8,8,56,56
8,act_gpt3,act_j,J,J,8,8,64,64
9,act_gpt3,act_j,J,J,8,8,72,72
10,act_gpt3,act_j,J,J,8,8,80,80
1,act_gpt3,act_f,J,F,0,10,0,10
2,act_gpt3,act_f,J,F,0,10,0,20
3,act_gpt3,act_f,J,F,0,10,0,30
4,act_gpt3,act_f,J,F,0,10,0,40
5,act_gpt3,act_f,J,F,0,10,0,50
6,act_gpt3,act_f,J,F,0,10,0,60
7,act_gpt3,act_f,J,F,0,10,0,70
8,act_gpt3,act_f,J,F,0,10,0,80
9,act_gpt3,act_f,J,F,0,10,0,90
10,act_gpt3,act_f,J,F,0,10,0,100
1,act_gpt3,act_defect_once,J,F,0,10,0,10
2,act_gpt3,act_defect_once,J,J,8,8,8,18
3,act_gpt3,act_defect_once,J,J,8,8,16,26
4,act_gpt3,act_defect_once,J,J,8,8,24,34
5,act_gpt3,act_defect_once,J,J,8,8,32,42
6,act_gpt3,act_defect_once,J,J,8,8,40,50
7,act_gpt3,act_defect_once,J,J,8,8,48,58
8,act_gpt3,act_defect_once,J,J,8,8,56,66
9,act_gpt3,act_defect_once,J,J,8,8,64,74
10,act_gpt3,act_defect_once,J,J,8,8,72,82
1,act_j,act_gpt4,J,J,8,8,8,8
2,act_j,act_gpt4,J,J,8,8,16,16
3,act_j,act_gpt4,J,J,8,8,24,24
4,act_j,act_gpt4,J,J,8,8,32,32
5,act_j,act_gpt4,J,J,8,8,40,40
6,act_j,act_gpt4,J,J,8,8,48,48
7,act_j,act_gpt4,J,J,8,8,56,56
8,act_j,act_gpt4,J,J,8,8,64,64
9,act_j,act_gpt4,J,J,8,8,72,72
10,act_j,act_gpt4,J,J,8,8,80,80
1,act_j,act_gpt35,J,J,8,8,8,8
2,act_j,act_gpt35,J,F,0,10,8,18
3,act_j,act_gpt35,J,F,0,10,8,28
4,act_j,act_gpt35,J,F,0,10,8,38
5,act_j,act_gpt35,J,F,0,10,8,48
6,act_j,act_gpt35,J,F,0,10,8,58
7,act_j,act_gpt35,J,F,0,10,8,68
8,act_j,act_gpt35,J,F,0,10,8,78
9,act_j,act_gpt35,J,F,0,10,8,88
10,act_j,act_gpt35,J,F,0,10,8,98
1,act_j,act_gpt3,J,J,8,8,8,8
2,act_j,act_gpt3,J,J,8,8,16,16
3,act_j,act_gpt3,J,J,8,8,24,24
4,act_j,act_gpt3,J,J,8,8,32,32
5,act_j,act_gpt3,J,J,8,8,40,40
6,act_j,act_gpt3,J,J,8,8,48,48
7,act_j,act_gpt3,J,J,8,8,56,56
8,act_j,act_gpt3,J,J,8,8,64,64
9,act_j,act_gpt3,J,J,8,8,72,72
10,act_j,act_gpt3,J,J,8,8,80,80
1,act_j,act_j,J,J,8,8,8,8
2,act_j,act_j,J,J,8,8,16,16
3,act_j,act_j,J,J,8,8,24,24
4,act_j,act_j,J,J,8,8,32,32
5,act_j,act_j,J,J,8,8,40,40
6,act_j,act_j,J,J,8,8,48,48
7,act_j,act_j,J,J,8,8,56,56
8,act_j,act_j,J,J,8,8,64,64
9,act_j,act_j,J,J,8,8,72,72
10,act_j,act_j,J,J,8,8,80,80
1,act_j,act_f,J,F,0,10,0,10
2,act_j,act_f,J,F,0,10,0,20
3,act_j,act_f,J,F,0,10,0,30
4,act_j,act_f,J,F,0,10,0,40
5,act_j,act_f,J,F,0,10,0,50
6,act_j,act_f,J,F,0,10,0,60
7,act_j,act_f,J,F,0,10,0,70
8,act_j,act_f,J,F,0,10,0,80
9,act_j,act_f,J,F,0,10,0,90
10,act_j,act_f,J,F,0,10,0,100
1,act_j,act_defect_once,J,F,0,10,0,10
2,act_j,act_defect_once,J,J,8,8,8,18
3,act_j,act_defect_once,J,J,8,8,16,26
4,act_j,act_defect_once,J,J,8,8,24,34
5,act_j,act_defect_once,J,J,8,8,32,42
6,act_j,act_defect_once,J,J,8,8,40,50
7,act_j,act_defect_once,J,J,8,8,48,58
8,act_j,act_defect_once,J,J,8,8,56,66
9,act_j,act_defect_once,J,J,8,8,64,74
10,act_j,act_defect_once,J,J,8,8,72,82
1,act_f,act_gpt4,F,J,10,0,10,0
2,act_f,act_gpt4,F,F,5,5,15,5
3,act_f,act_gpt4,F,F,5,5,20,10
4,act_f,act_gpt4,F,F,5,5,25,15
5,act_f,act_gpt4,F,F,5,5,30,20
6,act_f,act_gpt4,F,F,5,5,35,25
7,act_f,act_gpt4,F,F,5,5,40,30
8,act_f,act_gpt4,F,F,5,5,45,35
9,act_f,act_gpt4,F,F,5,5,50,40
10,act_f,act_gpt4,F,F,5,5,55,45
1,act_f,act_gpt35,F,J,10,0,10,0
2,act_f,act_gpt35,F,F,5,5,15,5
3,act_f,act_gpt35,F,J,10,0,25,5
4,act_f,act_gpt35,F,J,10,0,35,5
5,act_f,act_gpt35,F,J,10,0,45,5
6,act_f,act_gpt35,F,F,5,5,50,10
7,act_f,act_gpt35,F,J,10,0,60,10
8,act_f,act_gpt35,F,F,5,5,65,15
9,act_f,act_gpt35,F,J,10,0,75,15
10,act_f,act_gpt35,F,F,5,5,80,20
1,act_f,act_gpt3,F,J,10,0,10,0
2,act_f,act_gpt3,F,J,10,0,20,0
3,act_f,act_gpt3,F,J,10,0,30,0
4,act_f,act_gpt3,F,J,10,0,40,0
5,act_f,act_gpt3,F,J,10,0,50,0
6,act_f,act_gpt3,F,J,10,0,60,0
7,act_f,act_gpt3,F,J,10,0,70,0
8,act_f,act_gpt3,F,J,10,0,80,0
9,act_f,act_gpt3,F,J,10,0,90,0
10,act_f,act_gpt3,F,J,10,0,100,0
1,act_f,act_j,F,J,10,0,10,0
2,act_f,act_j,F,J,10,0,20,0
3,act_f,act_j,F,J,10,0,30,0
4,act_f,act_j,F,J,10,0,40,0
5,act_f,act_j,F,J,10,0,50,0
6,act_f,act_j,F,J,10,0,60,0
7,act_f,act_j,F,J,10,0,70,0
8,act_f,act_j,F,J,10,0,80,0
9,act_f,act_j,F,J,10,0,90,0
10,act_f,act_j,F,J,10,0,100,0
1,act_f,act_f,F,F,5,5,5,5
2,act_f,act_f,F,F,5,5,10,10
3,act_f,act_f,F,F,5,5,15,15
4,act_f,act_f,F,F,5,5,20,20
5,act_f,act_f,F,F,5,5,25,25
6,act_f,act_f,F,F,5,5,30,30
7,act_f,act_f,F,F,5,5,35,35
8,act_f,act_f,F,F,5,5,40,40
9,act_f,act_f,F,F,5,5,45,45
10,act_f,act_f,F,F,5,5,50,50
1,act_f,act_defect_once,F,F,5,5,5,5
2,act_f,act_defect_once,F,J,10,0,15,5
3,act_f,act_defect_once,F,J,10,0,25,5
4,act_f,act_defect_once,F,J,10,0,35,5
5,act_f,act_defect_once,F,J,10,0,45,5
6,act_f,act_defect_once,F,J,10,0,55,5
7,act_f,act_defect_once,F,J,10,0,65,5
8,act_f,act_defect_once,F,J,10,0,75,5
9,act_f,act_defect_once,F,J,10,0,85,5
10,act_f,act_defect_once,F,J,10,0,95,5
1,act_defect_once,act_gpt4,F,J,10,0,10,0
2,act_defect_once,act_gpt4,J,F,0,10,10,10
3,act_defect_once,act_gpt4,J,F,0,10,10,20
4,act_defect_once,act_gpt4,J,F,0,10,10,30
5,act_defect_once,act_gpt4,J,F,0,10,10,40
6,act_defect_once,act_gpt4,J,F,0,10,10,50
7,act_defect_once,act_gpt4,J,F,0,10,10,60
8,act_defect_once,act_gpt4,J,F,0,10,10,70
9,act_defect_once,act_gpt4,J,F,0,10,10,80
10,act_defect_once,act_gpt4,J,F,0,10,10,90
1,act_defect_once,act_gpt35,F,J,10,0,10,0
2,act_defect_once,act_gpt35,J,F,0,10,10,10
3,act_defect_once,act_gpt35,J,J,8,8,18,18
4,act_defect_once,act_gpt35,J,J,8,8,26,26
5,act_defect_once,act_gpt35,J,J,8,8,34,34
6,act_defect_once,act_gpt35,J,J,8,8,42,42
7,act_defect_once,act_gpt35,J,J,8,8,50,50
8,act_defect_once,act_gpt35,J,J,8,8,58,58
9,act_defect_once,act_gpt35,J,J,8,8,66,66
10,act_defect_once,act_gpt35,J,J,8,8,74,74
1,act_defect_once,act_gpt3,F,J,10,0,10,0
2,act_defect_once,act_gpt3,J,J,8,8,18,8
3,act_defect_once,act_gpt3,J,J,8,8,26,16
4,act_defect_once,act_gpt3,J,J,8,8,34,24
5,act_defect_once,act_gpt3,J,J,8,8,42,32
6,act_defect_once,act_gpt3,J,J,8,8,50,40
7,act_defect_once,act_gpt3,J,J,8,8,58,48
8,act_defect_once,act_gpt3,J,J,8,8,66,56
9,act_defect_once,act_gpt3,J,J,8,8,74,64
10,act_defect_once,act_gpt3,J,J,8,8,82,72
1,act_defect_once,act_j,F,J,10,0,10,0
2,act_defect_once,act_j,J,J,8,8,18,8
3,act_defect_once,act_j,J,J,8,8,26,16
4,act_defect_once,act_j,J,J,8,8,34,24
5,act_defect_once,act_j,J,J,8,8,42,32
6,act_defect_once,act_j,J,J,8,8,50,40
7,act_defect_once,act_j,J,J,8,8,58,48
8,act_defect_once,act_j,J,J,8,8,66,56
9,act_defect_once,act_j,J,J,8,8,74,64
10,act_defect_once,act_j,J,J,8,8,82,72
1,act_defect_once,act_f,F,F,5,5,5,5
2,act_defect_once,act_f,J,F,0,10,5,15
3,act_defect_once,act_f,J,F,0,10,5,25
4,act_defect_once,act_f,J,F,0,10,5,35
5,act_defect_once,act_f,J,F,0,10,5,45
6,act_defect_once,act_f,J,F,0,10,5,55
7,act_defect_once,act_f,J,F,0,10,5,65
8,act_defect_once,act_f,J,F,0,10,5,75
9,act_defect_once,act_f,J,F,0,10,5,85
10,act_defect_once,act_f,J,F,0,10,5,95
1,act_defect_once,act_defect_once,F,F,5,5,5,5
2,act_defect_once,act_defect_once,J,J,8,8,13,13
3,act_defect_once,act_defect_once,J,J,8,8,21,21
4,act_defect_once,act_defect_once,J,J,8,8,29,29
5,act_defect_once,act_defect_once,J,J,8,8,37,37
6,act_defect_once,act_defect_once,J,J,8,8,45,45
7,act_defect_once,act_defect_once,J,J,8,8,53,53
8,act_defect_once,act_defect_once,J,J,8,8,61,61
9,act_defect_once,act_defect_once,J,J,8,8,69,69
10,act_defect_once,act_defect_once,J,J,8,8,77,77
1,act_llama2,act_f,J,F,0,10,0,10
2,act_llama2,act_f,J,F,0,10,0,20
3,act_llama2,act_f,J,F,0,10,0,30
4,act_llama2,act_f,J,F,0,10,0,40
5,act_llama2,act_f,J,F,0,10,0,50
6,act_llama2,act_f,J,F,0,10,0,60
7,act_llama2,act_f,J,F,0,10,0,70
8,act_llama2,act_f,J,F,0,10,0,80
9,act_llama2,act_f,J,F,0,10,0,90
10,act_llama2,act_f,J,F,0,10,0,100
1,act_llama2,act_j,J,J,8,8,8,8
2,act_llama2,act_j,J,J,8,8,16,16
3,act_llama2,act_j,J,J,8,8,24,24
4,act_llama2,act_j,J,J,8,8,32,32
5,act_llama2,act_j,J,J,8,8,40,40
6,act_llama2,act_j,J,J,8,8,48,48
7,act_llama2,act_j,J,J,8,8,56,56
8,act_llama2,act_j,J,J,8,8,64,64
9,act_llama2,act_j,J,J,8,8,72,72
10,act_llama2,act_j,J,J,8,8,80,80
1,act_llama2,act_defect_once,J,F,0,10,0,10
2,act_llama2,act_defect_once,J,J,8,8,8,18
3,act_llama2,act_defect_once,J,J,8,8,16,26
4,act_llama2,act_defect_once,J,J,8,8,24,34
5,act_llama2,act_defect_once,J,J,8,8,32,42
6,act_llama2,act_defect_once,J,J,8,8,40,50
7,act_llama2,act_defect_once,J,J,8,8,48,58
8,act_llama2,act_defect_once,J,J,8,8,56,66
9,act_llama2,act_defect_once,J,J,8,8,64,74
10,act_llama2,act_defect_once,J,J,8,8,72,82
1,act_llama2,act_gpt3,J,J,8,8,8,8
2,act_llama2,act_gpt3,J,J,8,8,16,16
3,act_llama2,act_gpt3,J,J,8,8,24,24
4,act_llama2,act_gpt3,J,J,8,8,32,32
5,act_llama2,act_gpt3,J,J,8,8,40,40
6,act_llama2,act_gpt3,J,J,8,8,48,48
7,act_llama2,act_gpt3,J,J,8,8,56,56
8,act_llama2,act_gpt3,J,J,8,8,64,64
9,act_llama2,act_gpt3,J,J,8,8,72,72
10,act_llama2,act_gpt3,J,J,8,8,80,80
1,act_llama2,act_gpt35,J,J,8,8,8,8
2,act_llama2,act_gpt35,J,F,0,10,8,18
3,act_llama2,act_gpt35,J,F,0,10,8,28
4,act_llama2,act_gpt35,J,F,0,10,8,38
5,act_llama2,act_gpt35,J,F,0,10,8,48
6,act_llama2,act_gpt35,J,F,0,10,8,58
7,act_llama2,act_gpt35,J,F,0,10,8,68
8,act_llama2,act_gpt35,J,F,0,10,8,78
9,act_llama2,act_gpt35,J,F,0,10,8,88
10,act_llama2,act_gpt35,J,F,0,10,8,98
1,act_llama2,act_gpt4,J,J,8,8,8,8
2,act_llama2,act_gpt4,J,J,8,8,16,16
3,act_llama2,act_gpt4,J,J,8,8,24,24
4,act_llama2,act_gpt4,J,J,8,8,32,32
5,act_llama2,act_gpt4,J,J,8,8,40,40
6,act_llama2,act_gpt4,J,J,8,8,48,48
7,act_llama2,act_gpt4,J,J,8,8,56,56
8,act_llama2,act_gpt4,J,J,8,8,64,64
9,act_llama2,act_gpt4,J,J,8,8,72,72
10,act_llama2,act_gpt4,J,J,8,8,80,80
1,act_llama2,act_claude,J,J,8,8,8,8
2,act_llama2,act_claude,J,F,0,10,8,18
3,act_llama2,act_claude,J,F,0,10,8,28
4,act_llama2,act_claude,J,F,0,10,8,38
5,act_llama2,act_claude,J,F,0,10,8,48
6,act_llama2,act_claude,J,F,0,10,8,58
7,act_llama2,act_claude,J,F,0,10,8,68
8,act_llama2,act_claude,J,F,0,10,8,78
9,act_llama2,act_claude,J,F,0,10,8,88
10,act_llama2,act_claude,J,F,0,10,8,98
1,act_llama2,act_llama2,J,J,8,8,8,8
2,act_llama2,act_llama2,J,J,8,8,16,16
3,act_llama2,act_llama2,J,J,8,8,24,24
4,act_llama2,act_llama2,J,J,8,8,32,32
5,act_llama2,act_llama2,J,J,8,8,40,40
6,act_llama2,act_llama2,J,J,8,8,48,48
7,act_llama2,act_llama2,J,J,8,8,56,56
8,act_llama2,act_llama2,J,J,8,8,64,64
9,act_llama2,act_llama2,J,J,8,8,72,72
10,act_llama2,act_llama2,J,J,8,8,80,80
1,act_claude,act_f,J,F,0,10,0,10
2,act_claude,act_f,F,F,5,5,5,15
3,act_claude,act_f,F,F,5,5,10,20
4,act_claude,act_f,F,F,5,5,15,25
5,act_claude,act_f,F,F,5,5,20,30
6,act_claude,act_f,F,F,5,5,25,35
7,act_claude,act_f,F,F,5,5,30,40
8,act_claude,act_f,J,F,0,10,30,50
9,act_claude,act_f,F,F,5,5,35,55
10,act_claude,act_f,F,F,5,5,40,60
1,act_claude,act_j,J,J,8,8,8,8
2,act_claude,act_j,F,J,10,0,18,8
3,act_claude,act_j,F,J,10,0,28,8
4,act_claude,act_j,F,J,10,0,38,8
5,act_claude,act_j,F,J,10,0,48,8
6,act_claude,act_j,F,J,10,0,58,8
7,act_claude,act_j,F,J,10,0,68,8
8,act_claude,act_j,F,J,10,0,78,8
9,act_claude,act_j,F,J,10,0,88,8
10,act_claude,act_j,F,J,10,0,98,8
1,act_claude,act_defect_once,J,F,0,10,0,10
2,act_claude,act_defect_once,F,J,10,0,10,10
3,act_claude,act_defect_once,F,J,10,0,20,10
4,act_claude,act_defect_once,F,J,10,0,30,10
5,act_claude,act_defect_once,F,J,10,0,40,10
6,act_claude,act_defect_once,F,J,10,0,50,10
7,act_claude,act_defect_once,F,J,10,0,60,10
8,act_claude,act_defect_once,F,J,10,0,70,10
9,act_claude,act_defect_once,F,J,10,0,80,10
10,act_claude,act_defect_once,J,J,8,8,88,18
1,act_claude,act_gpt3,J,J,8,8,8,8
2,act_claude,act_gpt3,F,J,10,0,18,8
3,act_claude,act_gpt3,F,J,10,0,28,8
4,act_claude,act_gpt3,F,J,10,0,38,8
5,act_claude,act_gpt3,F,J,10,0,48,8
6,act_claude,act_gpt3,F,J,10,0,58,8
7,act_claude,act_gpt3,F,J,10,0,68,8
8,act_claude,act_gpt3,F,J,10,0,78,8
9,act_claude,act_gpt3,F,J,10,0,88,8
10,act_claude,act_gpt3,F,J,10,0,98,8
1,act_claude,act_gpt35,J,J,8,8,8,8
2,act_claude,act_gpt35,F,F,5,5,13,13
3,act_claude,act_gpt35,F,J,10,0,23,13
4,act_claude,act_gpt35,F,J,10,0,33,13
5,act_claude,act_gpt35,F,J,10,0,43,13
6,act_claude,act_gpt35,F,J,10,0,53,13
7,act_claude,act_gpt35,F,J,10,0,63,13
8,act_claude,act_gpt35,F,F,5,5,68,18
9,act_claude,act_gpt35,F,J,10,0,78,18
10,act_claude,act_gpt35,F,J,10,0,88,18
1,act_claude,act_gpt4,J,J,8,8,8,8
2,act_claude,act_gpt4,F,J,10,0,18,8
3,act_claude,act_gpt4,F,F,5,5,23,13
4,act_claude,act_gpt4,F,J,10,0,33,13
5,act_claude,act_gpt4,F,F,5,5,38,18
6,act_claude,act_gpt4,F,J,10,0,48,18
7,act_claude,act_gpt4,F,F,5,5,53,23
8,act_claude,act_gpt4,F,F,5,5,58,28
9,act_claude,act_gpt4,F,F,5,5,63,33
10,act_claude,act_gpt4,F,F,5,5,68,38
1,act_claude,act_claude,J,J,8,8,8,8
2,act_claude,act_claude,F,F,5,5,13,13
3,act_claude,act_claude,F,F,5,5,18,18
4,act_claude,act_claude,F,F,5,5,23,23
5,act_claude,act_claude,F,F,5,5,28,28
6,act_claude,act_claude,F,F,5,5,33,33
7,act_claude,act_claude,F,F,5,5,38,38
8,act_claude,act_claude,F,F,5,5,43,43
9,act_claude,act_claude,F,F,5,5,48,48
10,act_claude,act_claude,F,F,5,5,53,53
1,act_claude,act_llama2,J,J,8,8,8,8
2,act_claude,act_llama2,F,J,10,0,18,8
3,act_claude,act_llama2,F,J,10,0,28,8
4,act_claude,act_llama2,F,J,10,0,38,8
5,act_claude,act_llama2,F,J,10,0,48,8
6,act_claude,act_llama2,F,J,10,0,58,8
7,act_claude,act_llama2,F,J,10,0,68,8
8,act_claude,act_llama2,F,J,10,0,78,8
9,act_claude,act_llama2,F,J,10,0,88,8
10,act_claude,act_llama2,F,J,10,0,98,8
1,act_gpt4,act_claude,J,J,8,8,8,8
2,act_gpt4,act_claude,J,F,0,10,8,18
3,act_gpt4,act_claude,F,F,5,5,13,23
4,act_gpt4,act_claude,J,F,0,10,13,33
5,act_gpt4,act_claude,F,F,5,5,18,38
6,act_gpt4,act_claude,F,F,5,5,23,43
7,act_gpt4,act_claude,F,F,5,5,28,48
8,act_gpt4,act_claude,F,F,5,5,33,53
9,act_gpt4,act_claude,F,F,5,5,38,58
10,act_gpt4,act_claude,F,F,5,5,43,63
1,act_gpt4,act_llama2,J,J,8,8,8,8
2,act_gpt4,act_llama2,J,J,8,8,16,16
3,act_gpt4,act_llama2,J,J,8,8,24,24
4,act_gpt4,act_llama2,J,J,8,8,32,32
5,act_gpt4,act_llama2,J,J,8,8,40,40
6,act_gpt4,act_llama2,J,J,8,8,48,48
7,act_gpt4,act_llama2,J,J,8,8,56,56
8,act_gpt4,act_llama2,J,J,8,8,64,64
9,act_gpt4,act_llama2,J,J,8,8,72,72
