round,player1,player2,answer1,answer2,points1,points2,total1,total2
6,act_gpt4,act_j,J,J,10,7,60,42
7,act_gpt4,act_j,J,J,10,7,70,49
8,act_gpt4,act_j,J,J,10,7,80,56
9,act_gpt4,act_j,J,J,10,7,90,63
10,act_gpt4,act_j,J,J,10,7,100,70
1,act_gpt4,act_f,J,F,0,0,0,0
2,act_gpt4,act_f,J,F,0,0,0,0
3,act_gpt4,act_f,J,F,0,0,0,0
4,act_gpt4,act_f,F,F,7,10,7,10
5,act_gpt4,act_f,F,F,7,10,14,20
6,act_gpt4,act_f,J,F,0,0,14,20
7,act_gpt4,act_f,F,F,7,10,21,30
8,act_gpt4,act_f,F,F,7,10,28,40
9,act_gpt4,act_f,F,F,7,10,35,50
10,act_gpt4,act_f,F,F,7,10,42,60
1,act_gpt4,act_jf,J,J,10,7,10,7
2,act_gpt4,act_jf,J,F,0,0,10,7
3,act_gpt4,act_jf,J,J,10,7,20,14
4,act_gpt4,act_jf,J,F,0,0,20,14
5,act_gpt4,act_jf,J,J,10,7,30,21
6,act_gpt4,act_jf,J,F,0,0,30,21
7,act_gpt4,act_jf,J,J,10,7,40,28
8,act_gpt4,act_jf,J,F,0,0,40,28
9,act_gpt4,act_jf,J,J,10,7,50,35
10,act_gpt4,act_jf,J,F,0,0,50,35
1,act_gpt35,act_gpt4,J,F,0,0,0,0
2,act_gpt35,act_gpt4,J,F,0,0,0,0
3,act_gpt35,act_gpt4,J,F,0,0,0,0
4,act_gpt35,act_gpt4,J,F,0,0,0,0
5,act_gpt35,act_gpt4,J,J,10,7,10,7
6,act_gpt35,act_gpt4,J,J,10,7,20,14
7,act_gpt35,act_gpt4,J,J,10,7,30,21
8,act_gpt35,act_gpt4,J,J,10,7,40,28
9,act_gpt35,act_gpt4,J,J,10,7,50,35
10,act_gpt35,act_gpt4,J,J,10,7,60,42
1,act_gpt35,act_gpt35,J,J,10,7,10,7
2,act_gpt35,act_gpt35,J,F,0,0,10,7
3,act_gpt35,act_gpt35,J,F,0,0,10,7
4,act_gpt35,act_gpt35,J,F,0,0,10,7
5,act_gpt35,act_gpt35,J,F,0,0,10,7
6,act_gpt35,act_gpt35,J,F,0,0,10,7
7,act_gpt35,act_gpt35,J,F,0,0,10,7
8,act_gpt35,act_gpt35,J,F,0,0,10,7
9,act_gpt35,act_gpt35,J,F,0,0,10,7
10,act_gpt35,act_gpt35,F,F,7,10,17,17
1,act_gpt35,act_gpt3,J,J,10,7,10,7
2,act_gpt35,act_gpt3,J,J,10,7,20,14
3,act_gpt35,act_gpt3,J,J,10,7,30,21
4,act_gpt35,act_gpt3,J,J,10,7,40,28
5,act_gpt35,act_gpt3,J,J,10,7,50,35
6,act_gpt35,act_gpt3,J,J,10,7,60,42
7,act_gpt35,act_gpt3,J,J,10,7,70,49
8,act_gpt35,act_gpt3,J,J,10,7,80,56
9,act_gpt35,act_gpt3,J,J,10,7,90,63
10,act_gpt35,act_gpt3,J,J,10,7,100,70
1,act_gpt35,act_j,J,J,10,7,10,7
2,act_gpt35,act_j,J,J,10,7,20,14
3,act_gpt35,act_j,J,J,10,7,30,21
4,act_gpt35,act_j,J,J,10,7,40,28
5,act_gpt35,act_j,J,J,10,7,50,35
6,act_gpt35,act_j,J,J,10,7,60,42
7,act_gpt35,act_j,J,J,10,7,70,49
8,act_gpt35,act_j,J,J,10,7,80,56
9,act_gpt35,act_j,J,J,10,7,90,63
10,act_gpt35,act_j,J,J,10,7,100,70
1,act_gpt35,act_f,J,F,0,0,0,0
2,act_gpt35,act_f,J,F,0,0,0,0
3,act_gpt35,act_f,J,F,0,0,0,0
4,act_gpt35,act_f,J,F,0,0,0,0
5,act_gpt35,act_f,J,F,0,0,0,0
6,act_gpt35,act_f,J,F,0,0,0,0
7,act_gpt35,act_f,J,F,0,0,0,0
8,act_gpt35,act_f,J,F,0,0,0,0
9,act_gpt35,act_f,J,F,0,0,0,0
10,act_gpt35,act_f,J,F,0,0,0,0
1,act_gpt35,act_jf,J,J,10,7,10,7
2,act_gpt35,act_jf,J,F,0,0,10,7
3,act_gpt35,act_jf,J,J,10,7,20,14
4,act_gpt35,act_jf,J,F,0,0,20,14
5,act_gpt35,act_jf,J,J,10,7,30,21
6,act_gpt35,act_jf,J,F,0,0,30,21
7,act_gpt35,act_jf,J,J,10,7,40,28
8,act_gpt35,act_jf,J,F,0,0,40,28
9,act_gpt35,act_jf,J,J,10,7,50,35
10,act_gpt35,act_jf,J,F,0,0,50,35
1,act_gpt3,act_gpt4,J,F,0,0,0,0
2,act_gpt3,act_gpt4,J,F,0,0,0,0
3,act_gpt3,act_gpt4,J,F,0,0,0,0
4,act_gpt3,act_gpt4,J,F,0,0,0,0
5,act_gpt3,act_gpt4,J,J,10,7,10,7
6,act_gpt3,act_gpt4,J,F,0,0,10,7
7,act_gpt3,act_gpt4,J,F,0,0,10,7
8,act_gpt3,act_gpt4,J,F,0,0,10,7
9,act_gpt3,act_gpt4,J,F,0,0,10,7
10,act_gpt3,act_gpt4,J,F,0,0,10,7
1,act_gpt3,act_gpt35,J,J,10,7,10,7
2,act_gpt3,act_gpt35,J,F,0,0,10,7
3,act_gpt3,act_gpt35,J,F,0,0,10,7
4,act_gpt3,act_gpt35,J,F,0,0,10,7
5,act_gpt3,act_gpt35,J,F,0,0,10,7
6,act_gpt3,act_gpt35,J,F,0,0,10,7
7,act_gpt3,act_gpt35,J,F,0,0,10,7
8,act_gpt3,act_gpt35,J,F,0,0,10,7
9,act_gpt3,act_gpt35,J,F,0,0,10,7
10,act_gpt3,act_gpt35,J,F,0,0,10,7
1,act_gpt3,act_gpt3,J,J,10,7,10,7
2,act_gpt3,act_gpt3,J,J,10,7,20,14
3,act_gpt3,act_gpt3,J,J,10,7,30,21
4,act_gpt3,act_gpt3,J,J,10,7,40,28
5,act_gpt3,act_gpt3,J,J,10,7,50,35
6,act_gpt3,act_gpt3,J,J,10,7,60,42
7,act_gpt3,act_gpt3,J,J,10,7,70,49
8,act_gpt3,act_gpt3,J,J,10,7,80,56
9,act_gpt3,act_gpt3,J,J,10,7,90,63
10,act_gpt3,act_gpt3,J,J,10,7,100,70
1,act_gpt3,act_j,J,J,10,7,10,7
2,act_gpt3,act_j,J,J,10,7,20,14
3,act_gpt3,act_j,J,J,10,7,30,21
4,act_gpt3,act_j,J,J,10,7,40,28
5,act_gpt3,act_j,J,J,10,7,50,35
6,act_gpt3,act_j,J,J,10,7,60,42
7,act_gpt3,act_j,J,J,10,7,70,49
8,act_gpt3,act_j,J,J,10,7,80,56
9,act_gpt3,act_j,J,J,10,7,90,63
10,act_gpt3,act_j,J,J,10,7,100,70
1,act_gpt3,act_f,J,F,0,0,0,0
2,act_gpt3,act_f,J,F,0,0,0,0
3,act_gpt3,act_f,J,F,0,0,0,0
4,act_gpt3,act_f,J,F,0,0,0,0
5,act_gpt3,act_f,J,F,0,0,0,0
6,act_gpt3,act_f,J,F,0,0,0,0
7,act_gpt3,act_f,J,F,0,0,0,0
8,act_gpt3,act_f,J,F,0,0,0,0
9,act_gpt3,act_f,J,F,0,0,0,0
10,act_gpt3,act_f,J,F,0,0,0,0
1,act_gpt3,act_jf,J,J,10,7,10,7
2,act_gpt3,act_jf,J,F,0,0,10,7
3,act_gpt3,act_jf,J,J,10,7,20,14
4,act_gpt3,act_jf,J,F,0,0,20,14
5,act_gpt3,act_jf,J,J,10,7,30,21
6,act_gpt3,act_jf,J,F,0,0,30,21
7,act_gpt3,act_jf,J,J,10,7,40,28
8,act_gpt3,act_jf,J,F,0,0,40,28
9,act_gpt3,act_jf,J,J,10,7,50,35
10,act_gpt3,act_jf,J,F,0,0,50,35
1,act_j,act_gpt4,J,F,0,0,0,0
2,act_j,act_gpt4,J,F,0,0,0,0
3,act_j,act_gpt4,J,F,0,0,0,0
4,act_j,act_gpt4,J,F,0,0,0,0
5,act_j,act_gpt4,J,F,0,0,0,0
6,act_j,act_gpt4,J,F,0,0,0,0
7,act_j,act_gpt4,J,F,0,0,0,0
8,act_j,act_gpt4,J,F,0,0,0,0
9,act_j,act_gpt4,J,F,0,0,0,0
10,act_j,act_gpt4,J,F,0,0,0,0
1,act_j,act_gpt35,J,J,10,7,10,7
2,act_j,act_gpt35,J,F,0,0,10,7
3,act_j,act_gpt35,J,F,0,0,10,7
4,act_j,act_gpt35,J,F,0,0,10,7
5,act_j,act_gpt35,J,F,0,0,10,7
6,act_j,act_gpt35,J,F,0,0,10,7
7,act_j,act_gpt35,J,F,0,0,10,7
8,act_j,act_gpt35,J,F,0,0,10,7
9,act_j,act_gpt35,J,F,0,0,10,7
10,act_j,act_gpt35,J,F,0,0,10,7
1,act_j,act_gpt3,J,J,10,7,10,7
2,act_j,act_gpt3,J,J,10,7,20,14
3,act_j,act_gpt3,J,J,10,7,30,21
4,act_j,act_gpt3,J,J,10,7,40,28
5,act_j,act_gpt3,J,J,10,7,50,35
6,act_j,act_gpt3,J,J,10,7,60,42
7,act_j,act_gpt3,J,J,10,7,70,49
8,act_j,act_gpt3,J,J,10,7,80,56
9,act_j,act_gpt3,J,J,10,7,90,63
10,act_j,act_gpt3,J,J,10,7,100,70
1,act_j,act_j,J,J,10,7,10,7
2,act_j,act_j,J,J,10,7,20,14
3,act_j,act_j,J,J,10,7,30,21
4,act_j,act_j,J,J,10,7,40,28
5,act_j,act_j,J,J,10,7,50,35
6,act_j,act_j,J,J,10,7,60,42
7,act_j,act_j,J,J,10,7,70,49
8,act_j,act_j,J,J,10,7,80,56
9,act_j,act_j,J,J,10,7,90,63
10,act_j,act_j,J,J,10,7,100,70
1,act_j,act_f,J,F,0,0,0,0
2,act_j,act_f,J,F,0,0,0,0
3,act_j,act_f,J,F,0,0,0,0
4,act_j,act_f,J,F,0,0,0,0
5,act_j,act_f,J,F,0,0,0,0
6,act_j,act_f,J,F,0,0,0,0
7,act_j,act_f,J,F,0,0,0,0
8,act_j,act_f,J,F,0,0,0,0
9,act_j,act_f,J,F,0,0,0,0
10,act_j,act_f,J,F,0,0,0,0
1,act_j,act_jf,J,J,10,7,10,7
2,act_j,act_jf,J,F,0,0,10,7
3,act_j,act_jf,J,J,10,7,20,14
4,act_j,act_jf,J,F,0,0,20,14
5,act_j,act_jf,J,J,10,7,30,21
6,act_j,act_jf,J,F,0,0,30,21
7,act_j,act_jf,J,J,10,7,40,28
8,act_j,act_jf,J,F,0,0,40,28
9,act_j,act_jf,J,J,10,7,50,35
10,act_j,act_jf,J,F,0,0,50,35
1,act_f,act_gpt4,F,F,7,10,7,10
2,act_f,act_gpt4,F,F,7,10,14,20
3,act_f,act_gpt4,F,F,7,10,21,30
4,act_f,act_gpt4,F,F,7,10,28,40
5,act_f,act_gpt4,F,F,7,10,35,50
6,act_f,act_gpt4,F,F,7,10,42,60
7,act_f,act_gpt4,F,F,7,10,49,70
8,act_f,act_gpt4,F,F,7,10,56,80
9,act_f,act_gpt4,F,F,7,10,63,90
10,act_f,act_gpt4,F,F,7,10,70,100
1,act_f,act_gpt35,F,J,0,0,0,0
2,act_f,act_gpt35,F,J,0,0,0,0
3,act_f,act_gpt35,F,J,0,0,0,0
4,act_f,act_gpt35,F,J,0,0,0,0
5,act_f,act_gpt35,F,J,0,0,0,0
6,act_f,act_gpt35,F,J,0,0,0,0
7,act_f,act_gpt35,F,J,0,0,0,0
8,act_f,act_gpt35,F,J,0,0,0,0
9,act_f,act_gpt35,F,J,0,0,0,0
10,act_f,act_gpt35,F,J,0,0,0,0
1,act_f,act_gpt3,F,J,0,0,0,0
2,act_f,act_gpt3,F,J,0,0,0,0
3,act_f,act_gpt3,F,J,0,0,0,0
4,act_f,act_gpt3,F,J,0,0,0,0
5,act_f,act_gpt3,F,J,0,0,0,0
6,act_f,act_gpt3,F,J,0,0,0,0
7,act_f,act_gpt3,F,J,0,0,0,0
8,act_f,act_gpt3,F,J,0,0,0,0
9,act_f,act_gpt3,F,J,0,0,0,0
10,act_f,act_gpt3,F,J,0,0,0,0
1,act_f,act_j,F,J,0,0,0,0
2,act_f,act_j,F,J,0,0,0,0
3,act_f,act_j,F,J,0,0,0,0
4,act_f,act_j,F,J,0,0,0,0
5,act_f,act_j,F,J,0,0,0,0
6,act_f,act_j,F,J,0,0,0,0
7,act_f,act_j,F,J,0,0,0,0
8,act_f,act_j,F,J,0,0,0,0
9,act_f,act_j,F,J,0,0,0,0
10,act_f,act_j,F,J,0,0,0,0
1,act_f,act_f,F,F,7,10,7,10
2,act_f,act_f,F,F,7,10,14,20
3,act_f,act_f,F,F,7,10,21,30
4,act_f,act_f,F,F,7,10,28,40
5,act_f,act_f,F,F,7,10,35,50
6,act_f,act_f,F,F,7,10,42,60
7,act_f,act_f,F,F,7,10,49,70
8,act_f,act_f,F,F,7,10,56,80
9,act_f,act_f,F,F,7,10,63,90
10,act_f,act_f,F,F,7,10,70,100
1,act_f,act_jf,F,J,0,0,0,0
2,act_f,act_jf,F,F,7,10,7,10
3,act_f,act_jf,F,J,0,0,7,10
4,act_f,act_jf,F,F,7,10,14,20
5,act_f,act_jf,F,J,0,0,14,20
6,act_f,act_jf,F,F,7,10,21,30
7,act_f,act_jf,F,J,0,0,21,30
8,act_f,act_jf,F,F,7,10,28,40
9,act_f,act_jf,F,J,0,0,28,40
10,act_f,act_jf,F,F,7,10,35,50
1,act_fj,act_gpt4,F,F,7,10,7,10
2,act_fj,act_gpt4,J,F,0,0,7,10
3,act_fj,act_gpt4,F,F,7,10,14,20
4,act_fj,act_gpt4,J,F,0,0,14,20
5,act_fj,act_gpt4,F,F,7,10,21,30
6,act_fj,act_gpt4,J,F,0,0,21,30
7,act_fj,act_gpt4,F,F,7,10,28,40
8,act_fj,act_gpt4,J,F,0,0,28,40
9,act_fj,act_gpt4,F,F,7,10,35,50
10,act_fj,act_gpt4,J,F,0,0,35,50
1,act_fj,act_gpt35,F,J,0,0,0,0
2,act_fj,act_gpt35,J,J,10,7,10,7
3,act_fj,act_gpt35,F,J,0,0,10,7
4,act_fj,act_gpt35,J,J,10,7,20,14
5,act_fj,act_gpt35,F,J,0,0,20,14
6,act_fj,act_gpt35,J,J,10,7,30,21
7,act_fj,act_gpt35,F,J,0,0,30,21
8,act_fj,act_gpt35,J,J,10,7,40,28
9,act_fj,act_gpt35,F,J,0,0,40,28
10,act_fj,act_gpt35,J,J,10,7,50,35
1,act_fj,act_gpt3,F,J,0,0,0,0
2,act_fj,act_gpt3,J,J,10,7,10,7
3,act_fj,act_gpt3,F,J,0,0,10,7
4,act_fj,act_gpt3,J,J,10,7,20,14
5,act_fj,act_gpt3,F,J,0,0,20,14
6,act_fj,act_gpt3,J,J,10,7,30,21
7,act_fj,act_gpt3,F,J,0,0,30,21
8,act_fj,act_gpt3,J,J,10,7,40,28
9,act_fj,act_gpt3,F,J,0,0,40,28
10,act_fj,act_gpt3,J,J,10,7,50,35
1,act_fj,act_j,F,J,0,0,0,0
2,act_fj,act_j,J,J,10,7,10,7
3,act_fj,act_j,F,J,0,0,10,7
4,act_fj,act_j,J,J,10,7,20,14
5,act_fj,act_j,F,J,0,0,20,14
6,act_fj,act_j,J,J,10,7,30,21
7,act_fj,act_j,F,J,0,0,30,21
8,act_fj,act_j,J,J,10,7,40,28
9,act_fj,act_j,F,J,0,0,40,28
10,act_fj,act_j,J,J,10,7,50,35
1,act_fj,act_f,F,F,7,10,7,10
2,act_fj,act_f,J,F,0,0,7,10
3,act_fj,act_f,F,F,7,10,14,20
4,act_fj,act_f,J,F,0,0,14,20
5,act_fj,act_f,F,F,7,10,21,30
6,act_fj,act_f,J,F,0,0,21,30
7,act_fj,act_f,F,F,7,10,28,40
8,act_fj,act_f,J,F,0,0,28,40
9,act_fj,act_f,F,F,7,10,35,50
10,act_fj,act_f,J,F,0,0,35,50
1,act_fj,act_jf,F,J,0,0,0,0
2,act_fj,act_jf,J,F,0,0,0,0
3,act_fj,act_jf,F,J,0,0,0,0
4,act_fj,act_jf,J,F,0,0,0,0
5,act_fj,act_jf,F,J,0,0,0,0
6,act_fj,act_jf,J,F,0,0,0,0
7,act_fj,act_jf,F,J,0,0,0,0
8,act_fj,act_jf,J,F,0,0,0,0
9,act_fj,act_jf,F,J,0,0,0,0
10,act_fj,act_jf,J,F,0,0,0,0
1,act_llama2,act_f,J,F,0,0,0,0
2,act_llama2,act_f,J,F,0,0,0,0
3,act_llama2,act_f,J,F,0,0,0,0
4,act_llama2,act_f,J,F,0,0,0,0
5,act_llama2,act_f,J,F,0,0,0,0
6,act_llama2,act_f,J,F,0,0,0,0
7,act_llama2,act_f,J,F,0,0,0,0
8,act_llama2,act_f,J,F,0,0,0,0
9,act_llama2,act_f,J,F,0,0,0,0
10,act_llama2,act_f,J,F,0,0,0,0
1,act_llama2,act_j,J,J,10,7,10,7
2,act_llama2,act_j,J,J,10,7,20,14
3,act_llama2,act_j,J,J,10,7,30,21
4,act_llama2,act_j,J,J,10,7,40,28
5,act_llama2,act_j,J,J,10,7,50,35
6,act_llama2,act_j,J,J,10,7,60,42
7,act_llama2,act_j,J,J,10,7,70,49
8,act_llama2,act_j,J,J,10,7,80,56
9,act_llama2,act_j,J,J,10,7,90,63
10,act_llama2,act_j,J,J,10,7,100,70
1,act_llama2,act_jf,J,J,10,7,10,7
2,act_llama2,act_jf,J,F,0,0,10,7
3,act_llama2,act_jf,J,J,10,7,20,14
4,act_llama2,act_jf,J,F,0,0,20,14
5,act_llama2,act_jf,J,J,10,7,30,21
6,act_llama2,act_jf,J,F,0,0,30,21
7,act_llama2,act_jf,J,J,10,7,40,28
8,act_llama2,act_jf,J,F,0,0,40,28
9,act_llama2,act_jf,J,J,10,7,50,35
10,act_llama2,act_jf,J,F,0,0,50,35
1,act_llama2,act_gpt3,J,J,10,7,10,7
2,act_llama2,act_gpt3,J,J,10,7,20,14
3,act_llama2,act_gpt3,J,J,10,7,30,21
4,act_llama2,act_gpt3,J,J,10,7,40,28
5,act_llama2,act_gpt3,J,J,10,7,50,35
6,act_llama2,act_gpt3,J,J,10,7,60,42
7,act_llama2,act_gpt3,J,J,10,7,70,49
8,act_llama2,act_gpt3,J,J,10,7,80,56
9,act_llama2,act_gpt3,J,J,10,7,90,63
10,act_llama2,act_gpt3,J,J,10,7,100,70
1,act_llama2,act_gpt35,J,J,10,7,10,7
2,act_llama2,act_gpt35,J,F,0,0,10,7
3,act_llama2,act_gpt35,J,F,0,0,10,7
4,act_llama2,act_gpt35,J,F,0,0,10,7
5,act_llama2,act_gpt35,J,F,0,0,10,7
6,act_llama2,act_gpt35,J,F,0,0,10,7
7,act_llama2,act_gpt35,J,F,0,0,10,7
8,act_llama2,act_gpt35,J,F,0,0,10,7
9,act_llama2,act_gpt35,J,F,0,0,10,7
10,act_llama2,act_gpt35,J,F,0,0,10,7
1,act_llama2,act_gpt4,J,F,0,0,0,0
2,act_llama2,act_gpt4,J,F,0,0,0,0
3,act_llama2,act_gpt4,J,F,0,0,0,0
4,act_llama2,act_gpt4,J,F,0,0,0,0
5,act_llama2,act_gpt4,J,F,0,0,0,0
6,act_llama2,act_gpt4,J,F,0,0,0,0
7,act_llama2,act_gpt4,J,F,0,0,0,0
8,act_llama2,act_gpt4,J,F,0,0,0,0
9,act_llama2,act_gpt4,J,F,0,0,0,0
10,act_llama2,act_gpt4,J,F,0,0,0,0
1,act_llama2,act_claude,J,J,10,7,10,7
2,act_llama2,act_claude,J,F,0,0,10,7
3,act_llama2,act_claude,J,F,0,0,10,7
4,act_llama2,act_claude,J,F,0,0,10,7
5,act_llama2,act_claude,J,F,0,0,10,7
6,act_llama2,act_claude,J,F,0,0,10,7
7,act_llama2,act_claude,J,F,0,0,10,7
8,act_llama2,act_claude,J,F,0,0,10,7
9,act_llama2,act_claude,J,F,0,0,10,7
10,act_llama2,act_claude,J,F,0,0,10,7
1,act_llama2,act_llama2,J,J,10,7,10,7
2,act_llama2,act_llama2,J,J,10,7,20,14
3,act_llama2,act_llama2,J,J,10,7,30,21
4,act_llama2,act_llama2,J,J,10,7,40,28
5,act_llama2,act_llama2,J,J,10,7,50,35
6,act_llama2,act_llama2,J,J,10,7,60,42
7,act_llama2,act_llama2,J,J,10,7,70,49
8,act_llama2,act_llama2,J,J,10,7,80,56
9,act_llama2,act_llama2,J,J,10,7,90,63
10,act_llama2,act_llama2,J,J,10,7,100,70
1,act_claude,act_f,J,F,0,0,0,0
2,act_claude,act_f,J,F,0,0,0,0
3,act_claude,act_f,J,F,0,0,0,0
4,act_claude,act_f,F,F,7,10,7,10
5,act_claude,act_f,J,F,0,0,7,10
6,act_claude,act_f,J,F,0,0,7,10
7,act_claude,act_f,J,F,0,0,7,10
8,act_claude,act_f,J,F,0,0,7,10
9,act_claude,act_f,J,F,0,0,7,10
10,act_claude,act_f,F,F,7,10,14,20
1,act_claude,act_j,J,J,10,7,10,7
2,act_claude,act_j,F,J,0,0,10,7
3,act_claude,act_j,J,J,10,7,20,14
4,act_claude,act_j,J,J,10,7,30,21
5,act_claude,act_j,J,J,10,7,40,28
6,act_claude,act_j,J,J,10,7,50,35
7,act_claude,act_j,J,J,10,7,60,42
8,act_claude,act_j,J,J,10,7,70,49
9,act_claude,act_j,J,J,10,7,80,56
10,act_claude,act_j,J,J,10,7,90,63
1,act_claude,act_jf,J,J,10,7,10,7
2,act_claude,act_jf,F,F,7,10,17,17
3,act_claude,act_jf,J,J,10,7,27,24
4,act_claude,act_jf,J,F,0,0,27,24
5,act_claude,act_jf,J,J,10,7,37,31
6,act_claude,act_jf,J,F,0,0,37,31
7,act_claude,act_jf,J,J,10,7,47,38
8,act_claude,act_jf,J,F,0,0,47,38
9,act_claude,act_jf,J,J,10,7,57,45
10,act_claude,act_jf,J,F,0,0,57,45
1,act_claude,act_gpt3,J,J,10,7,10,7
2,act_claude,act_gpt3,F,J,0,0,10,7
3,act_claude,act_gpt3,J,J,10,7,20,14
4,act_claude,act_gpt3,J,J,10,7,30,21
5,act_claude,act_gpt3,J,J,10,7,40,28
6,act_claude,act_gpt3,J,J,10,7,50,35
7,act_claude,act_gpt3,J,J,10,7,60,42
8,act_claude,act_gpt3,J,J,10,7,70,49
9,act_claude,act_gpt3,J,J,10,7,80,56
10,act_claude,act_gpt3,J,J,10,7,90,63
1,act_claude,act_gpt35,J,J,10,7,10,7
2,act_claude,act_gpt35,F,F,7,10,17,17
3,act_claude,act_gpt35,J,F,0,0,17,17
4,act_claude,act_gpt35,J,J,10,7,27,24
5,act_claude,act_gpt35,J,J,10,7,37,31
6,act_claude,act_gpt35,J,F,0,0,37,31
7,act_claude,act_gpt35,J,F,0,0,37,31
8,act_claude,act_gpt35,J,F,0,0,37,31
9,act_claude,act_gpt35,J,F,0,0,37,31
10,act_claude,act_gpt35,J,F,0,0,37,31
1,act_claude,act_gpt4,J,F,0,0,0,0
2,act_claude,act_gpt4,J,F,0,0,0,0
3,act_claude,act_gpt4,J,F,0,0,0,0
4,act_claude,act_gpt4,F,F,7,10,7,10
5,act_claude,act_gpt4,J,F,0,0,7,10
6,act_claude,act_gpt4,J,F,0,0,7,10
7,act_claude,act_gpt4,J,F,0,0,7,10
8,act_claude,act_gpt4,J,F,0,0,7,10
9,act_claude,act_gpt4,J,F,0,0,7,10
10,act_claude,act_gpt4,F,F,7,10,14,20
1,act_claude,act_claude,J,J,10,7,10,7
2,act_claude,act_claude,F,F,7,10,17,17
3,act_claude,act_claude,J,F,0,0,17,17
4,act_claude,act_claude,J,F,0,0,17,17
5,act_claude,act_claude,J,F,0,0,17,17
6,act_claude,act_claude,J,F,0,0,17,17
7,act_claude,act_claude,J,F,0,0,17,17
8,act_claude,act_claude,J,J,10,7,27,24
9,act_claude,act_claude,J,J,10,7,37,31
10,act_claude,act_claude,J,J,10,7,47,38
1,act_claude,act_llama2,J,J,10,7,10,7
2,act_claude,act_llama2,F,J,0,0,10,7
3,act_claude,act_llama2,J,J,10,7,20,14
4,act_claude,act_llama2,J,J,10,7,30,21
5,act_claude,act_llama2,J,J,10,7,40,28
6,act_claude,act_llama2,J,J,10,7,50,35
7,act_claude,act_llama2,J,J,10,7,60,42
8,act_claude,act_llama2,J,J,10,7,70,49
9,act_claude,act_llama2,J,J,10,7,80,56
10,act_claude,act_llama2,J,J,10,7,90,63
1,act_gpt4,act_claude,J,J,10,7,10,7
2,act_gpt4,act_claude,J,F,0,0,10,7
3,act_gpt4,act_claude,J,F,0,0,10,7
4,act_gpt4,act_claude,J,F,0,0,10,7
5,act_gpt4,act_claude,F,F,7,10,17,17
6,act_gpt4,act_claude,J,F,0,0,17,17
7,act_gpt4,act_claude,F,F,7,10,24,27
8,act_gpt4,act_claude,J,F,0,0,24,27
9,act_gpt4,act_claude,F,F,7,10,31,37
10,act_gpt4,act_claude,F,F,7,10,38,47
1,act_gpt4,act_llama2,J,J,10,7,10,7
2,act_gpt4,act_llama2,J,J,10,7,20,14
3,act_gpt4,act_llama2,J,J,10,7,30,21
4,act_gpt4,act_llama2,J,J,10,7,40,28
5,act_gpt4,act_llama2,J,J,10,7,50,35
6,act_gpt4,act_llama2,J,J,10,7,60,42
7,act_gpt4,act_llama2,J,J,10,7,70,49
8,act_gpt4,act_llama2,J,J,10,7,80,56
9,act_gpt4,act_llama2,J,J,10,7,90,63
10,act_gpt4,act_llama2,J,J,10,7,100,70
1,act_gpt35,act_claude,J,J,10,7,10,7
2,act_gpt35,act_claude,J,F,0,0,10,7
3,act_gpt35,act_claude,J,F,0,0,10,7
4,act_gpt35,act_claude,J,F,0,0,10,7
5,act_gpt35,act_claude,J,F,0,0,10,7
6,act_gpt35,act_claude,J,F,0,0,10,7
7,act_gpt35,act_claude,J,F,0,0,10,7
8,act_gpt35,act_claude,J,F,0,0,10,7
9,act_gpt35,act_claude,J,F,0,0,10,7
10,act_gpt35,act_claude,F,F,7,10,17,17
